# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_exon_variant	variants_effect_protein_protein_contact	variants_effect_sequence_feature	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
NHEJ1	ENSG00000187736	ENST00000418099	nonsense_mediated_decay	1	3	8	24	6	0	0	0	0	10	8	0	0	0	0	1	1	0	0	0	2	10
NHEJ1	ENSG00000187736	ENST00000426304	protein_coding	1	3	4	28	2	0	0	3	0	7	4	0	0	0	0	1	1	0	0	0	2	18
NHEJ1	ENSG00000187736	ENST00000450447	nonsense_mediated_decay	0	1	2	25	3	0	0	3	0	9	2	0	0	0	0	0	0	0	0	0	1	10
NHEJ1	ENSG00000187736	ENST00000457600	protein_coding	1	3	8	24	0	0	0	7	0	9	8	0	0	0	0	1	1	0	0	0	2	10
NHEJ1	ENSG00000187736	ENST00000481764	processed_transcript	0	0	0	21	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	10
NHEJ1	ENSG00000187736	ENST00000483627	processed_transcript	0	0	0	8	0	0	0	5	0	2	0	1	0	0	0	0	0	0	0	0	0	0
NHEJ1	ENSG00000187736	ENST00000491159	processed_transcript	0	0	0	8	0	0	0	3	0	2	0	3	0	0	0	0	0	0	0	0	0	0
NHEJ1	ENSG00000187736	ENST00000494211	processed_transcript	0	0	0	8	0	0	0	3	0	2	0	3	0	0	0	0	0	0	0	0	0	0
NPAT	ENSG00000149308	ENST00000278612	protein_coding	0	14	1	13	0	0	1	0	0	4	1	0	0	14	0	0	0	0	0	0	0	8
NPAT	ENSG00000149308	ENST00000531384	nonsense_mediated_decay	0	0	1	12	0	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	7
NPAT	ENSG00000149308	ENST00000610253	processed_transcript	0	0	0	14	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	8
NPM1P25	ENSG00000229417	ENST00000429734	processed_pseudogene	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
PKIG	ENSG00000168734	ENST00000349959	protein_coding	0	0	0	15	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PKIG	ENSG00000168734	ENST00000372882	protein_coding	0	0	0	22	0	0	0	7	0	15	0	0	0	0	0	0	0	0	0	0	0	0
PKIG	ENSG00000168734	ENST00000372886	protein_coding	0	0	0	15	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PKIG	ENSG00000168734	ENST00000372887	protein_coding	0	0	0	26	1	0	0	10	0	15	0	0	0	0	0	0	0	0	0	0	0	0
PKIG	ENSG00000168734	ENST00000372889	protein_coding	0	0	0	15	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PKIG	ENSG00000168734	ENST00000372891	protein_coding	0	0	0	15	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PKIG	ENSG00000168734	ENST00000372892	protein_coding	0	0	0	15	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PKIG	ENSG00000168734	ENST00000372894	protein_coding	0	0	0	15	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PNP	ENSG00000198805	ENST00000361505	protein_coding	66	14	5	18	1	0	1	0	0	9	5	0	65	12	0	0	0	1	0	0	2	7
PNP	ENSG00000198805	ENST00000553418	protein_coding	0	0	1	25	0	0	1	15	0	5	1	0	0	0	0	0	0	0	0	0	0	4
PNP	ENSG00000198805	ENST00000553591	protein_coding	1	2	4	19	0	0	0	6	0	5	4	0	0	0	0	0	0	1	0	0	2	8
PNP	ENSG00000198805	ENST00000554056	retained_intron	0	0	0	26	0	0	0	0	0	7	0	12	0	0	0	0	0	0	0	0	0	7
PNP	ENSG00000198805	ENST00000554065	protein_coding	0	1	1	24	0	0	1	11	0	4	1	0	0	0	0	0	0	0	0	0	1	8
PNP	ENSG00000198805	ENST00000556293	retained_intron	0	0	0	26	0	0	0	15	0	0	0	4	0	0	0	0	0	0	0	0	0	7
PNP	ENSG00000198805	ENST00000556754	retained_intron	0	0	0	26	0	0	0	0	0	4	0	11	0	0	0	0	0	0	0	0	0	11
PNP	ENSG00000198805	ENST00000557229	retained_intron	0	0	0	26	0	0	0	6	0	2	0	11	0	0	0	0	0	0	0	0	0	7
POU2F1	ENSG00000143190	ENST00000271411	nonsense_mediated_decay	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POU2F1	ENSG00000143190	ENST00000367862	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POU2F1	ENSG00000143190	ENST00000367865	processed_transcript	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POU2F1	ENSG00000143190	ENST00000367866	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRKDC	ENSG00000253729	ENST00000314191	protein_coding	10	41	83	135	0	0	0	0	0	135	83	0	0	0	2	3	11	5	0	0	31	15
PRKDC	ENSG00000253729	ENST00000338368	protein_coding	10	40	82	137	0	0	0	0	0	137	82	0	0	0	2	3	11	5	0	0	30	15
PRKDC	ENSG00000253729	ENST00000432581	retained_intron	0	0	0	34	0	0	0	21	0	4	0	2	0	0	0	0	0	0	0	0	0	7
PRKDC	ENSG00000253729	ENST00000518216	processed_transcript	5	11	0	253	0	0	0	0	0	137	0	117	0	0	2	3	11	0	0	0	0	15
PRKDC	ENSG00000253729	ENST00000521331	retained_intron	1	0	0	35	0	0	0	13	0	3	0	13	0	0	1	0	0	0	0	0	0	7
PRKDC	ENSG00000253729	ENST00000523565	processed_transcript	5	11	0	253	0	0	0	0	0	135	0	119	0	0	2	3	11	0	0	0	0	15
PRKDC	ENSG00000253729	ENST00000535375	retained_intron	0	0	0	19	0	0	0	9	0	3	0	3	0	0	0	0	0	0	0	0	0	4
PRKDC	ENSG00000253729	ENST00000536429	protein_coding	0	1	1	27	1	0	0	0	0	11	1	0	0	0	0	0	0	0	0	0	1	15
PRKDC	ENSG00000253729	ENST00000536483	retained_intron	0	0	0	31	0	0	0	0	0	6	0	11	0	0	0	0	0	0	0	0	0	14
PRKDC	ENSG00000253729	ENST00000536710	retained_intron	1	0	0	34	0	0	0	14	0	2	0	10	0	0	1	0	0	0	0	0	0	9
PRKDC	ENSG00000253729	ENST00000540819	protein_coding	0	1	1	23	0	0	0	5	0	3	1	0	0	0	0	0	1	0	0	0	0	16
PRKDC	ENSG00000253729	ENST00000541488	retained_intron	0	0	0	25	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	15
PRKDC	ENSG00000253729	ENST00000546304	retained_intron	0	0	0	25	0	0	0	20	0	4	0	1	0	0	0	0	0	0	0	0	0	0
PTPRC	ENSG00000081237	ENST00000348564	protein_coding	4	22	27	76	0	1	3	0	1	71	27	0	0	0	0	3	6	0	0	0	17	9
PTPRC	ENSG00000081237	ENST00000352140	protein_coding	4	25	32	68	0	1	5	0	1	63	32	0	0	0	0	3	6	0	0	0	20	7
PTPRC	ENSG00000081237	ENST00000367364	protein_coding	0	1	0	28	0	1	3	15	0	1	0	0	0	0	0	0	0	0	0	0	0	9
PTPRC	ENSG00000081237	ENST00000367367	protein_coding	1	16	24	58	0	1	3	2	0	47	24	0	0	0	0	1	3	0	0	0	13	9
PTPRC	ENSG00000081237	ENST00000367376	protein_coding	4	27	35	63	0	1	5	0	1	58	35	0	0	0	0	3	6	0	0	0	22	7
PTPRC	ENSG00000081237	ENST00000367379	protein_coding	0	2	4	51	0	1	2	3	0	43	4	0	0	0	0	0	0	0	0	0	1	3
PTPRC	ENSG00000081237	ENST00000391970	processed_transcript	0	0	0	53	0	0	0	10	0	21	0	10	0	0	0	0	0	0	0	0	0	12
PTPRC	ENSG00000081237	ENST00000413409	protein_coding	0	2	1	33	4	1	3	14	0	3	1	0	0	0	0	0	0	0	0	0	1	9
PTPRC	ENSG00000081237	ENST00000418674	protein_coding	0	3	3	45	0	1	2	21	0	12	3	0	0	0	0	0	0	0	0	0	2	10
PTPRC	ENSG00000081237	ENST00000427110	processed_transcript	0	0	0	53	0	0	0	10	0	26	0	5	0	0	0	0	0	0	0	0	0	12
PTPRC	ENSG00000081237	ENST00000442510	protein_coding	4	27	35	63	0	1	4	0	1	58	35	0	0	0	0	3	6	0	0	0	22	8
PTPRC	ENSG00000081237	ENST00000462363	retained_intron	0	0	0	53	0	0	0	6	0	26	0	13	0	0	0	0	0	0	0	0	0	8
PTPRC	ENSG00000081237	ENST00000484135	retained_intron	0	0	0	37	0	0	0	15	0	1	0	7	0	0	0	0	0	0	0	0	0	14
PTPRC	ENSG00000081237	ENST00000491302	retained_intron	1	0	0	16	0	0	0	0	0	6	0	9	0	0	0	1	0	0	0	0	0	2
PTPRC	ENSG00000081237	ENST00000529828	non_stop_decay	1	16	23	59	0	1	3	2	0	48	23	0	0	0	0	1	3	0	0	0	13	9
PTPRC	ENSG00000081237	ENST00000530727	protein_coding	1	10	17	71	0	1	5	12	0	49	17	0	0	0	0	1	2	0	0	0	8	7
PTPRC	ENSG00000081237	ENST00000594404	protein_coding	4	22	27	76	0	1	5	0	1	71	27	0	0	0	0	3	6	0	0	0	17	7
PTPRC	ENSG00000081237	ENST00000598951	protein_coding	0	1	0	28	0	1	5	15	0	1	0	0	0	0	0	0	0	0	0	0	0	7
RAC2	ENSG00000128340	ENST00000249071	protein_coding	1	9	3	17	0	0	0	0	0	14	3	0	0	6	0	0	0	1	0	0	3	3
RAC2	ENSG00000128340	ENST00000401529	protein_coding	1	1	1	4	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	3
RAC2	ENSG00000128340	ENST00000405484	protein_coding	1	4	2	17	0	0	1	3	0	12	2	0	0	0	0	0	1	1	0	0	3	2
RAC2	ENSG00000128340	ENST00000406508	protein_coding	0	2	2	20	0	0	3	0	0	15	2	0	0	0	0	0	0	0	0	0	2	2
RAC2	ENSG00000128340	ENST00000441619	protein_coding	1	3	2	18	0	0	1	4	0	11	2	0	0	0	0	0	0	1	0	0	3	2
RAC2	ENSG00000128340	ENST00000469532	retained_intron	0	0	0	13	0	0	0	5	0	1	0	4	0	0	0	0	0	0	0	0	0	3
RAC2	ENSG00000128340	ENST00000481215	retained_intron	0	0	0	17	0	0	0	0	0	11	0	4	0	0	0	0	0	0	0	0	0	2
RAG1	ENSG00000166349	ENST00000299440	protein_coding	2	33	25	7	0	0	1	0	0	2	25	0	0	20	0	0	0	2	0	0	13	4
RAG1	ENSG00000166349	ENST00000534663	nonsense_mediated_decay	2	29	19	42	1	0	1	22	0	18	19	0	0	20	0	0	0	2	0	0	9	0
RAG2	ENSG00000175097	ENST00000311485	protein_coding	0	4	12	15	0	0	2	0	0	7	12	0	0	0	0	0	0	0	0	0	4	6
RAG2	ENSG00000175097	ENST00000524423	processed_transcript	1	0	0	71	0	0	0	29	0	34	0	3	0	0	1	0	0	0	0	0	0	6
RAG2	ENSG00000175097	ENST00000527033	protein_coding	0	1	0	30	0	0	2	15	0	7	0	0	0	0	0	0	0	0	0	0	1	6
RAG2	ENSG00000175097	ENST00000528428	processed_transcript	0	0	0	31	0	0	0	16	0	4	0	5	0	0	0	0	0	0	0	0	0	6
RAG2	ENSG00000175097	ENST00000529083	protein_coding	0	1	4	26	0	0	0	11	0	0	4	0	0	0	0	0	0	0	0	0	1	15
RAG2	ENSG00000175097	ENST00000530276	processed_transcript	0	0	0	31	0	0	0	16	0	1	0	8	0	0	0	0	0	0	0	0	0	6
RAG2	ENSG00000175097	ENST00000532616	protein_coding	0	0	0	31	0	0	5	16	0	4	0	0	0	0	0	0	0	0	0	0	0	6
RAG2	ENSG00000175097	ENST00000534379	processed_transcript	0	0	0	31	0	0	0	16	0	7	0	2	0	0	0	0	0	0	0	0	0	6
RMRP	ENSG00000269900	ENST00000363046	misc_RNA	0	0	0	6	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	2
RMRP	ENSG00000269900	ENST00000602361	lincRNA	0	0	0	6	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	2
RP1-117O3.2	ENSG00000236065	ENST00000427524	antisense	0	0	0	23	0	0	0	8	0	15	0	0	0	0	0	0	0	0	0	0	0	0
RP11-165F24.3	ENSG00000227155	ENST00000415004	antisense	0	0	0	24	0	0	0	11	0	13	0	0	0	0	0	0	0	0	0	0	0	0
RP11-165F24.3	ENSG00000227155	ENST00000585631	antisense	0	0	0	20	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	13
RP11-165F24.3	ENSG00000227155	ENST00000585819	antisense	0	0	0	20	0	0	0	7	0	13	0	0	0	0	0	0	0	0	0	0	0	0
RP11-165F24.3	ENSG00000227155	ENST00000585944	antisense	0	0	0	11	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-165F24.3	ENSG00000227155	ENST00000586805	antisense	0	0	0	24	0	0	0	11	0	13	0	0	0	0	0	0	0	0	0	0	0	0
RP11-165F24.3	ENSG00000227155	ENST00000588474	antisense	0	0	0	20	0	0	0	7	0	13	0	0	0	0	0	0	0	0	0	0	0	0
RP11-165F24.3	ENSG00000227155	ENST00000588989	antisense	0	0	0	13	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
RP11-165F24.3	ENSG00000227155	ENST00000589287	antisense	0	0	0	24	0	0	0	11	0	13	0	0	0	0	0	0	0	0	0	0	0	0
RP11-165F24.3	ENSG00000227155	ENST00000589387	antisense	0	0	0	24	0	0	0	11	0	13	0	0	0	0	0	0	0	0	0	0	0	0
RP11-165F24.3	ENSG00000227155	ENST00000590240	antisense	0	0	0	20	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	13
RP11-165F24.3	ENSG00000227155	ENST00000590518	antisense	0	0	0	20	0	0	0	7	0	13	0	0	0	0	0	0	0	0	0	0	0	0
RP11-165F24.3	ENSG00000227155	ENST00000591577	antisense	0	0	0	24	0	0	0	11	0	13	0	0	0	0	0	0	0	0	0	0	0	0
RP11-165F24.3	ENSG00000227155	ENST00000592805	antisense	0	0	0	20	0	0	0	7	0	13	0	0	0	0	0	0	0	0	0	0	0	0
RP11-165F24.3	ENSG00000227155	ENST00000593137	antisense	0	0	0	20	0	0	0	7	0	13	0	0	0	0	0	0	0	0	0	0	0	0
RP11-165F24.3	ENSG00000227155	ENST00000608617	antisense	0	0	0	13	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
RP11-182B22.2	ENSG00000226498	ENST00000414293	transcribed_processed_pseudogene	0	0	0	9	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-192H23.4	ENSG00000258472	ENST00000481916	nonsense_mediated_decay	0	0	0	41	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0
RP11-203M5.8	ENSG00000258908	ENST00000554678	lincRNA	0	0	0	18	0	0	0	5	0	7	0	6	0	0	0	0	0	0	0	0	0	0
RP11-33I11.2	ENSG00000254432	ENST00000534670	antisense	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-455F5.5	ENSG00000261416	ENST00000566144	antisense	0	0	0	35	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	29
RP11-455F5.5	ENSG00000261416	ENST00000567153	antisense	0	0	0	35	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	29
RP11-455F5.5	ENSG00000261416	ENST00000568506	antisense	0	0	0	35	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	29
RP11-475N22.4	ENSG00000244300	ENST00000464242	antisense	0	0	0	18	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	8
RP11-475N22.4	ENSG00000244300	ENST00000468377	antisense	0	0	0	18	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	8
RP11-475N22.4	ENSG00000244300	ENST00000473958	antisense	0	0	0	18	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	8
RP11-59O6.3	ENSG00000235880	ENST00000429661	antisense	0	0	0	11	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	8
RP4-592A1.2	ENSG00000185839	ENST00000330659	pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP4-592A1.2	ENSG00000185839	ENST00000427762	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL36A	ENSG00000241343	ENST00000372849	nonsense_mediated_decay	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
RPL36A	ENSG00000241343	ENST00000392994	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
RPL36A	ENSG00000241343	ENST00000427805	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
RPL36A	ENSG00000241343	ENST00000465340	retained_intron	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
RPL36A	ENSG00000241343	ENST00000465744	retained_intron	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
RPL36A	ENSG00000241343	ENST00000471855	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
RPL36A	ENSG00000241343	ENST00000491851	retained_intron	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
RPL36A	ENSG00000241343	ENST00000553110	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
RPL36A-HNRNPH2	ENSG00000257529	ENST00000409170	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
RPL36A-HNRNPH2	ENSG00000257529	ENST00000409338	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
SARM1	ENSG00000004139	ENST00000003834	retained_intron	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SARM1	ENSG00000004139	ENST00000379061	processed_transcript	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SARM1	ENSG00000004139	ENST00000457710	protein_coding	0	0	0	16	10	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SARM1	ENSG00000004139	ENST00000577870	retained_intron	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SARM1	ENSG00000004139	ENST00000578128	protein_coding	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SARM1	ENSG00000004139	ENST00000579593	protein_coding	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SARM1	ENSG00000004139	ENST00000580711	retained_intron	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC23A3	ENSG00000213901	ENST00000295738	protein_coding	0	1	1	20	1	0	0	19	0	0	1	0	0	1	0	0	0	0	0	0	0	0
SLC23A3	ENSG00000213901	ENST00000318673	nonsense_mediated_decay	1	1	0	34	16	0	0	0	0	20	0	0	0	0	0	1	1	0	0	0	0	0
SLC23A3	ENSG00000213901	ENST00000396775	protein_coding	0	0	0	21	2	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC23A3	ENSG00000213901	ENST00000409878	protein_coding	0	1	1	20	1	0	0	19	0	0	1	0	0	1	0	0	0	0	0	0	0	0
SLC23A3	ENSG00000213901	ENST00000455516	protein_coding	0	1	1	20	1	0	0	19	0	0	1	0	0	1	0	0	0	0	0	0	0	0
SLC23A3	ENSG00000213901	ENST00000497918	retained_intron	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC23A3	ENSG00000213901	ENST00000498327	retained_intron	1	1	0	34	0	0	0	0	0	20	0	16	0	0	0	1	1	0	0	0	0	0
SLC46A1	ENSG00000076351	ENST00000321666	protein_coding	1	6	3	18	3	0	0	0	0	7	3	0	0	0	1	0	3	0	0	0	4	11
SLC46A1	ENSG00000076351	ENST00000440501	protein_coding	1	6	3	18	3	0	0	0	1	6	3	0	0	0	0	0	3	0	0	0	4	11
SLC46A1	ENSG00000076351	ENST00000578217	processed_transcript	0	0	0	28	0	0	0	10	0	5	0	0	0	0	0	0	0	0	0	0	0	13
SLC46A1	ENSG00000076351	ENST00000581516	protein_coding	0	0	0	22	0	0	4	9	0	5	0	0	0	0	0	0	0	0	0	0	0	4
SLC46A1	ENSG00000076351	ENST00000582345	retained_intron	0	0	0	16	0	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	6
SLC46A1	ENSG00000076351	ENST00000582590	retained_intron	0	0	0	28	0	0	0	10	0	1	0	6	0	0	0	0	0	0	0	0	0	11
SLC46A1	ENSG00000076351	ENST00000582735	protein_coding	0	2	1	25	2	0	0	0	0	6	1	0	0	0	0	0	1	0	0	0	1	18
SLC46A1	ENSG00000076351	ENST00000583295	processed_transcript	0	2	0	26	0	0	0	0	0	6	0	11	0	0	0	0	2	0	0	0	0	11
SLC46A1	ENSG00000076351	ENST00000584426	protein_coding	0	3	2	17	0	0	3	4	0	2	2	0	0	0	0	0	0	0	0	0	3	8
SLC46A1	ENSG00000076351	ENST00000584729	processed_transcript	0	2	0	26	0	0	0	0	0	6	0	11	0	0	0	0	2	0	0	0	0	11
SLC46A1	ENSG00000076351	ENST00000584995	protein_coding	0	3	2	18	0	0	3	5	0	2	2	0	0	0	0	0	0	0	0	0	3	8
SLX1A	ENSG00000132207	ENST00000251303	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
SLX1A	ENSG00000132207	ENST00000345535	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
SLX1A	ENSG00000132207	ENST00000563995	nonsense_mediated_decay	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
SLX1A	ENSG00000132207	ENST00000565081	retained_intron	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
SLX1A-SULT1A3	ENSG00000213599	ENST00000568997	retained_intron	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
SNORA36A	ENSG00000206948	ENST00000384221	snoRNA	0	0	0	22	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	10
SNORA56	ENSG00000206693	ENST00000383966	snoRNA	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10
STAT5A	ENSG00000126561	ENST00000345506	protein_coding	1	2	2	6	0	0	0	0	0	6	2	0	0	0	0	0	0	1	0	0	2	0
STAT5A	ENSG00000126561	ENST00000452307	protein_coding	1	2	2	6	0	0	0	0	0	6	2	0	0	0	0	0	0	1	0	0	2	0
STAT5A	ENSG00000126561	ENST00000468096	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
STAT5A	ENSG00000126561	ENST00000479417	retained_intron	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
STAT5A	ENSG00000126561	ENST00000546010	protein_coding	1	2	2	6	0	0	0	0	0	6	2	0	0	0	0	0	0	1	0	0	2	0
STAT5A	ENSG00000126561	ENST00000587646	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
STAT5A	ENSG00000126561	ENST00000588868	protein_coding	1	2	2	6	0	0	0	0	0	6	2	0	0	0	0	0	0	1	0	0	2	0
STAT5A	ENSG00000126561	ENST00000590726	protein_coding	1	2	1	7	0	0	0	3	0	4	1	0	0	0	0	0	0	1	0	0	2	0
STAT5A	ENSG00000126561	ENST00000590949	protein_coding	1	2	2	6	0	0	0	0	0	6	2	0	0	0	0	0	0	1	0	0	2	0
STAT5A	ENSG00000126561	ENST00000591556	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
STAT5B	ENSG00000173757	ENST00000293328	protein_coding	2	17	12	40	1	0	0	0	0	37	12	0	0	8	0	0	4	2	0	0	6	5
STAT5B	ENSG00000173757	ENST00000415845	protein_coding	1	1	2	23	0	0	1	13	0	5	2	0	0	0	0	0	0	1	0	0	1	4
STAT5B	ENSG00000173757	ENST00000468312	retained_intron	0	3	0	33	0	0	0	7	0	17	0	7	0	0	0	0	3	0	0	0	0	5
STAT5B	ENSG00000173757	ENST00000468496	retained_intron	0	0	0	43	0	0	0	11	0	8	0	9	0	0	0	0	0	0	0	0	0	15
STAT5B	ENSG00000173757	ENST00000481253	retained_intron	0	0	0	25	0	0	0	11	0	3	0	5	0	0	0	0	0	0	0	0	0	6
STAT5B	ENSG00000173757	ENST00000481517	retained_intron	0	0	0	39	0	0	0	13	0	7	0	8	0	0	0	0	0	0	0	0	0	11
STAT5B	ENSG00000173757	ENST00000498674	retained_intron	0	1	0	15	0	0	0	1	0	0	0	4	0	0	0	0	1	0	0	0	0	11
SUV39H1	ENSG00000101945	ENST00000337852	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SUV39H2	ENSG00000152455	ENST00000313519	protein_coding	0	0	0	12	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUV39H2	ENSG00000152455	ENST00000358298	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUV39H2	ENSG00000152455	ENST00000378331	nonsense_mediated_decay	0	0	0	12	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBX1	ENSG00000184058	ENST00000329705	protein_coding	3	22	3	31	2	0	3	2	0	16	3	0	1	18	1	0	2	1	0	0	2	10
TBX1	ENSG00000184058	ENST00000332710	protein_coding	2	23	4	24	1	0	3	0	0	12	4	0	0	18	1	0	2	1	0	0	3	10
TBX1	ENSG00000184058	ENST00000359500	protein_coding	2	3	4	31	0	0	3	0	0	20	4	0	0	0	1	0	2	1	0	0	1	10
TBX1	ENSG00000184058	ENST00000475303	retained_intron	0	0	0	29	0	0	0	14	0	3	0	0	0	0	0	0	0	0	0	0	0	12
TBX1	ENSG00000184058	ENST00000484336	retained_intron	1	0	0	16	0	0	0	4	0	1	0	3	0	0	1	0	0	0	0	0	0	9
TIMM8A	ENSG00000126953	ENST00000372902	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
TIMM8A	ENSG00000126953	ENST00000480575	processed_transcript	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
USP18	ENSG00000184979	ENST00000215794	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WAS	ENSG00000015285	ENST00000376701	protein_coding	0	8	1	10	1	0	0	0	0	9	1	0	0	7	0	0	1	0	0	0	0	1
WAS	ENSG00000015285	ENST00000450772	protein_coding	0	1	1	10	0	0	0	3	0	8	1	0	0	0	0	0	1	0	0	0	0	0
